energy-kcal_value,fat_value,saturated-fat_value,carbohydrates_value,sugars_value,proteins_value,salt_value,sodium_value,energy_value,off:nutriscore_score,off:ecoscore_score,cluster,code
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,25.0,2,28757566
390.0,4.6,2.5,78.0,25.0,6.2,0.21,0.084,390.0,6.0,25.0,0,8422823141722
374.0,7.5,1.95,60.7,1.29,16.0,11.37,4.548,374.0,15.0,45.5032693093584,2,8100158011384
343.0,3.4,0.7,71.05,0.0,13.3,0.01,0.004,343.0,-1.0,45.5032693093584,2,8426633000538
357.0,3.9,0.9,69.0,1.6,11.0,0.013,0.0052,357.0,-1.0,45.5032693093584,2,8426633000118
385.0,3.0,1.8,81.0,23.0,0.0,0.5,0.2,385.0,12.0,25.0,0,8480010090741
313.0,28.0,11.0,4.1,0.8,11.0,0.85,0.34,1295.0,16.0,45.5032693093584,1,8431876249699
343.0,6.0,1.1,58.5,1.0,10.2,0.001,0.0004,343.0,-5.0,79.0,2,8426633000040
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,24069717
377.0,1.7,0.7,81.7,28.7,7.2,0.7,0.28,377.0,13.0,25.0,0,8414606366026
349.0,0.5,0.1,80.0,0.0,7.0,0.0,0.0,349.0,0.0,12.0,2,8424079000051
348.0,0.7,0.1,78.0,0.0,6.8,0.01,0.004,348.0,0.0,12.0,2,8422410847556
369.0,1.1,0.3,79.0,1.6,10.0,0.02,0.008,369.0,-1.0,45.5032693093584,2,8033829380765
358.0,1.5,0.7,78.2,0.2,7.1,0.02,0.008,358.0,0.0,45.5032693093584,2,8410693800207
491.0,22.0,14.0,64.2,23.6,7.4,0.01,0.004,491.0,18.0,58.0,0,8435037840831
837.0,93.0,16.0,0.0,0.0,0.0,0.0,0.0,837.0,12.0,42.0,1,3445020000857
328.0,1.3,0.0,64.0,4.8,6.9,0.0,0.0,328.0,1.0,79.0,2,8422584048254
354.0,2.0,0.4,70.0,3.6,12.0,0.03,0.012,354.0,-1.0,45.5032693093584,2,3560071080136
436.0,14.0,1.9,67.0,42.0,6.2,0.65,0.26,436.0,17.0,25.0,0,8480010178449
396.0,1.21,0.34,75.4,1.62,10.2,0.003,0.0012,396.0,-1.0,77.0,2,8425881111010
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,25.0,2,11831112
378.0,1.3,0.2,81.6,22.0,8.5,0.04,0.016,1603.0,2.9960358497069977,25.0,0,8431876230574
347.0,0.6,0.2,78.0,0.1,7.4,0.0,0.0,347.0,0.0,12.0,2,8411495114486
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,58.0,2,5765228882962
501.6,34.3,23.9,46.3,8.55,0.4,1.7,0.68,501.6,24.0,42.0,1,8436018840475
339.6,0.9,0.1,80.2,11.4,1.8,1.7,0.68,339.6,13.0,77.0,2,8436018830308
348.0,0.8,0.2,77.0,0.6,7.2,0.0,0.0,348.0,0.0,17.0,2,8410324160700
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,8410069017208
386.0,4.2,0.8,72.0,0.2,12.0,0.5,0.2,386.0,1.0,43.0,2,8432022000607
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,8433329072557
497.0,24.0,14.2,62.2,29.9,6.7,0.19,0.076,497.0,20.0,48.0,0,8432022000034
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,349.0,-1.0,45.5032693093584,2,8410693802119
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-1.0,45.5032693093584,2,8410069001047
350.0,1.5,0.4,77.0,0.8,6.7,6.061229070705468,2.4244916282821873,350.0,2.9960358497069977,12.0,2,8410184020497
418.0,42.0,15.9,2.9,2.5,7.0,1.8,0.72,418.0,22.0,45.5032693093584,1,20535773
80.0,1.9,0.5,10.8,5.2,2.9,0.4,0.16,334.0,-3.0,76.0,4,8410375111256
361.0,0.6,0.1,82.0,24.0,5.5,1.0,0.4,361.0,13.0,25.0,0,24061247
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,40.0,2,8426633001566
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-1.0,45.5032693093584,2,8422410297368
279.0,6.1,2.9,43.7,2.7,10.6,1.43,0.572,279.0,11.0,45.5032693093584,2,8021228800014
522.0,42.8,3.7,1.6,1.2,21.0,0.15,0.06,522.0,4.0,29.0,1,8422584013337
182.0,9.4,1.2,19.3,1.2,4.9,1.4,0.56,182.0,6.0,38.0,4,8410416012504
346.0,0.6,0.1,77.9,0.3,7.3,0.0,0.0,346.0,0.0,12.0,2,8411495115469
376.0,6.5,1.2000000476837,62.099998474121,1.0,11.800000190735,0.079999998211861,0.0319999992847444,376.0,0.0,62.0,2,8420535011036
236.0,5.5,2.4,36.6,4.2,8.8,1.2,0.48,236.0,4.0,45.5032693093584,4,8480017208750
354.0,1.3,0.3,72.2,3.2,12.0,0.005,0.002,354.0,-1.0,45.5032693093584,2,8480000063151
327.0,7.3000001907349,0.89999997615814,55.0,3.2000000476837,9.3999996185303,0.89999997615814,0.359999990463256,327.0,2.0,48.0,2,7611612700443
374.0,11.0,2.1,57.5,0.0,11.2,0.3,0.12,374.0,2.0,25.0,2,7503025742014
381.0,0.8,0.2,85.2,0.0,7.1,0.7,0.28,381.0,3.0,43.0,2,8412224081833
467.0,20.0,12.0,63.0,29.0,7.2,0.7,0.28,467.0,24.0,43.0,0,9788430549085
660.0,58.0,8.0,6.0,0.0,27.0,0.1,0.04,660.0,15.0,30.0,1,8712439036001
385.0,3.0,1.8,81.0,23.0,7.5,0.5,0.2,385.0,12.0,40.0,0,8411058004988
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,8435139835391
369.0,1.0,0.2,80.0,5.0,8.0,1.5,0.6,369.0,11.0,40.0,2,8422791005040
352.0,0.9,0.3,78.0,0.0,7.2,0.0,0.0,352.0,0.0,12.0,2,8480010189575
400.0,6.4,1.5,73.4,4.67,12.0,0.467,0.1868,400.0,3.0,25.0,2,16000461512
351.0,1.2,0.4,77.2,0.7,6.9,0.01,0.004,351.0,0.0,79.0,2,8437012461406
357.0,1.1,0.3,72.6,1.7,11.7,1.0,0.4,357.0,3.0,45.5032693093584,2,8435081102848
366.0,3.4,1.0,69.0,3.0,14.0,0.08,0.032,366.0,-1.0,45.5032693093584,2,8480010182927
359.0,1.8,0.3,72.0,2.5,9.0,0.0,0.0,359.0,-1.0,77.0,2,8421691737587
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-1.0,45.5032693093584,2,8480012009918
351.0,2.8,0.6,72.0,2.8,6.4,0.05,0.02,351.0,1.0,45.5032693093584,2,8422947400514
318.0,7.5,1.8,53.0,1.5,8.3,1.6,0.64,318.0,11.0,43.0,2,8422424100166
363.0,0.6,0.2,82.0,0.0,6.8,0.0,0.0,363.0,0.0,45.5032693093584,2,8428159105124
55.0,1.0,0.1,11.0,4.7,0.5,0.07,0.028,55.0,1.0,59.0,4,8422410117741
384.0,0.7,0.0,87.3,0.6,6.5,0.28,0.112,384.0,1.0,58.0,2,8437012461857
350.0,2.1,0.4,76.4,16.4,5.3,0.6,0.24,350.0,6.0,40.0,2,8435037803157
54.0,1.0,0.1,10.9,5.0,0.3,0.07,0.028,54.0,1.0,59.0,4,8436545620892
433.0,14.0,1.6,65.0,22.0,7.9,0.37,0.148,433.0,11.0,61.0,0,8433329094351
367.0,1.0,0.3,77.0,12.0,11.0,1.2,0.48,367.0,11.0,25.0,2,8436551865492
662.0,65.05,62.29,23.29,5.27,6.71,0.1,0.04,662.0,19.0,40.0,1,8422584044041
357.0,1.8,0.5,71.0,2.2,12.0,0.01,0.004,1514.0,-4.0,45.5032693093584,2,3560070494378
46.0,0.8,0.1,8.1,5.4,1.4,6.061229070705468,2.4244916282821873,46.0,2.9960358497069977,52.0,4,8423352106152
339.0,2.0,0.0,78.0,1.3,7.4,0.02,0.008,339.0,0.0,75.0,2,7702020213134
355.0,0.2,0.2,76.5,0.4,8.8,0.1,0.04,355.0,-1.0,12.0,2,8421691849020
342.0,3.4,0.9,64.0,1.2,9.9,0.0,0.0,342.0,-1.0,32.0,2,24037099
46.0,1.1,0.1,9.0,5.7,0.5,0.15,0.06,46.0,1.0,59.0,4,8435382817205
379.0,4.1999998092651,0.89999997615814,66.0,2.5,12.10000038147,0.10000000149012,0.040000000596048,379.0,-1.0,45.5032693093584,2,8412229000013
348.0,6.9,1.2,59.0,1.2,13.0,0.027,0.0108,348.0,0.0,45.5032693093584,2,8421615022676
387.0,6.3,0.0,67.0,0.1,12.5,0.1,0.04,387.0,-1.0,18.0,2,8426904174289
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,349.0,-1.0,45.5032693093584,2,8410693801563
325.0,6.0,1.1,68.0,0.78,11.89,0.0,0.0,325.0,0.0,45.5032693093584,2,8436046972322
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,52.0,2,8423352100167
349.0,1.5,0.03,70.0,2.9,12.0,0.02,0.008,349.0,-1.0,45.5032693093584,2,8422410534715
358.0,2.4,0.5,74.2,2.3,8.0,1.8,0.72,358.0,7.0,43.0,2,8436545891193
900.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,900.0,11.0,38.0,1,8428159115017
456.0,30.5,0.4,37.4,4.5,22.3,0.1,0.04,456.0,0.0,30.0,1,8436006919138
439.0,13.0,1.9,72.0,0.7,4.8,2.0,0.8,439.0,14.0,45.5032693093584,2,8480012015506
397.0,3.6,2.1,83.0,22.0,7.2,0.59,0.236,397.0,12.0,25.0,0,8433329094313
240.0,11.0,5.1,30.0,2.0,4.3,1.1,0.44,240.0,2.9960358497069977,62.0,4,8410300360278
406.0,34.0,8.9,7.0,0.1,20.0,0.08,0.032,406.0,13.0,44.0,1,8435037870333
350.0,5.2,1.0,73.3,0.8,11.0,0.1,0.04,350.0,-1.0,77.0,2,8412229001027
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,1478.0,-4.0,45.5032693093584,2,8414807503770
354.0,12.0,0.3,77.0,0.5,8.5,0.05,0.02,354.0,-1.0,12.0,2,8480013012917
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-1.0,45.5032693093584,2,8480013091165
348.0,1.1,0.2,74.7,0.5,6.9,0.02,0.008,348.0,0.0,75.0,2,8437000623182
361.0,1.0,0.1,76.0,0.27,10.0,0.0,0.0,361.0,-1.0,77.0,2,8412427125204
349.0,1.7,0.4,72.2,0.8,9.3,0.0,0.0,349.0,-1.0,77.0,2,8480010034127
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,15.0,2,8421533070100
154.0,6.1,1.3,17.3,0.5,5.7,0.7,0.28,154.0,2.0,45.5032693093584,4,8436031602920
628.0,54.9,8.5,9.3,0.2,19.0,0.1,0.04,628.0,15.0,30.0,1,8423266012068
373.0,6.0,1.2,65.0,12.0,1.0,0.3,0.12,373.0,3.0,76.0,2,8412016359072
388.0,4.5,0.8,73.3,18.0,9.0,0.1,0.04,388.0,2.0,25.0,2,7613036292580
310.0,1.5,0.3,63.0,3.0,11.0,0.2,0.08,310.0,-2.0,45.5032693093584,2,8020340000258
349.0,1.5,0.3,70.0,2.9,12.0,0.0,0.0,349.0,-1.0,45.5032693093584,2,8410693010224
354.0,2.0,0.2,70.0,3.6,12.0,0.03,0.012,354.0,-1.0,45.5032693093584,2,8480017152732
397.0,8.9,1.6,67.0,0.8,12.0,0.01,0.004,397.0,0.0,62.0,2,7702193100675
431.0,13.7,5.8,66.0,33.0,9.7,0.81,0.324,431.0,20.0,45.5032693093584,0,8480024752840
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,349.0,-1.0,45.5032693093584,2,8480024776105
439.0,13.0,1.9,72.0,0.7,4.8,2.0,0.8,439.0,14.0,45.5032693093584,2,8422410310159
349.0,1.5,0.30000001192093,70.0,2.9000000953674,12.0,0.029999999329448,0.0119999997317792,349.0,-1.0,45.5032693093584,2,8480010180558
357.0,1.6,0.2,75.0,0.6,9.2,0.0,0.0,357.0,-1.0,75.0,2,7480087291653
559.0,50.0,6.8,10.0,0.2,18.0,0.01,0.004,559.0,12.0,26.0,1,8422410450299
350.0,3.4,0.7,61.5,2.0,13.3,0.01,0.004,350.0,-6.0,45.5032693093584,2,8436542190961
89.0,2.4,0.5,12.0,4.9,2.9,0.43,0.172,89.0,-3.0,71.0,4,8480024841810
351.0,1.2999999523163,0.40000000596046,78.0,0.0,7.0999999046326,0.050000000745058,0.0200000002980232,351.0,0.0,17.0,2,8433329029353
87.0,3.4,1.9,11.6,0.4,2.0,0.4,0.16,87.0,2.9960358497069977,62.0,4,7613036127097
274.0,4.9,1.5,47.0,4.5,9.5,0.95,0.38,274.0,2.0,49.0,2,8432022000096
369.0,4.0,1.0,68.0,2.0,11.0,0.01,0.004,369.0,-1.0,45.5032693093584,2,8411285100538
69.0,1.6,0.5,10.0,3.2,2.7,0.5,0.2,69.0,-4.0,71.0,4,8436551869292
373.0,7.5,1.0,58.0,1.0,14.0,0.05,0.02,373.0,-1.0,77.0,2,8432430104423
348.0,1.2,0.3,77.0,0.0,6.4,0.018,0.0072,1478.0,0.0,17.0,2,8410184017190
391.0,1.5,0.3,83.0,33.0,8.6,0.03,0.012,391.0,11.0,25.0,0,8480024752765
330.0,2.0,0.3,68.0,3.0,11.0,0.01,0.004,330.0,-6.0,45.5032693093584,2,8422410454228
381.0,12.0,1.0,53.0,6.0,12.0,0.01,0.004,381.0,-5.0,76.0,2,8435173007792
118.0,2.4,1.5,19.0,3.5,4.3,0.7,0.28,498.0,2.0,45.5032693093584,4,8431876149623
392.0,2.5,1.3,86.0,34.0,5.4,1.0,0.4,392.0,16.0,25.0,0,8422410090426
353.0,5.0,0.4,58.8,6.6,14.8,0.1,0.04,353.0,0.0,25.0,2,8436551865560
363.0,2.5,0.0,70.0,3.1,13.0,0.06,0.024,363.0,-1.0,45.5032693093584,2,8480010045079
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,45.5032693093584,2,8436015783089
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,79.0,2,3254474010158
465.0,21.0,0.0,59.0,5.0,9.1,4.87,1.948,465.0,2.9960358497069977,45.5032693093584,2,6920152485095
0.3,1.5,0.01,67.0,0.6,9.0,0.2,0.08,1.26,-5.0,77.0,4,8412673610004
377.0,0.9,0.4,84.0,0.0,7.5,0.03,0.012,377.0,0.0,45.5032693093584,2,8435081101544
350.0,2.0,0.3,73.0,6.2,10.0,0.6,0.24,350.0,2.0,76.0,2,8426633001603
342.0,0.7,0.2,76.0,0.0,7.4,0.01,0.004,342.0,-1.0,-2.0,2,8422410793372
412.0,9.8999996185303,3.7999999523163,66.400001525879,21.5,10.5,0.49000000953674,0.196000003814696,412.0,14.0,61.0,0,4000540033564
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,1478.0,-4.0,45.5032693093584,2,8414807503787
352.0,5.7,0.8,58.3,1.3,11.6,0.04,0.016,352.0,-6.0,61.0,2,20898618
365.0,6.9,1.2,56.0,1.3,14.0,0.025,0.01,365.0,0.0,45.5032693093584,2,8436012944957
362.0,1.5,0.3,73.0,3.0,12.5,0.0,0.0,362.0,-1.0,45.5032693093584,2,8017596006066
161.4,3.5,0.0,71.1,2.4,11.9,0.5,0.2,161.4,-1.0,25.0,2,8423093007053
342.0,0.7,0.2,76.0,0.0,7.4,0.01,0.004,342.0,0.0,12.0,2,8430807002341
377.0,6.3,0.7,66.0,3.0,14.0,0.01,0.004,377.0,-1.0,33.0,2,8426904175095
343.0,6.0,1.1,58.5,1.0,10.2,0.01,0.004,343.0,0.0,40.0,2,8436579070205
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-1.0,45.5032693093584,2,8410069010452
339.2182325527606,3.4,0.8,71.0,1.0,9.0,0.0,0.0,1494.0,-4.0,16.0,2,8853969008172
355.0,1.7,0.4,71.0,4.3,12.0,0.03,0.012,355.0,-1.0,45.5032693093584,2,24055574
388.0,4.0,1.0,73.0,1.0,11.0,10.0,4.0,1617.0,-6.0,45.5032693093584,2,8420535015812
437.0,21.6,0.0,52.7,3.0,7.8,5.64,2.256,437.0,2.9960358497069977,62.0,2,6920152439005
376.0,5.2,1.7,67.0,2.0,14.0,0.09,0.036,376.0,0.0,45.5032693093584,2,8015216510030
502.0,40.6,3.5,2.1,1.5,8.3,0.1,0.04,502.0,4.0,29.0,1,8412224038523
331.0,1.0,0.22,67.9,1.4,9.3,0.013,0.0052,331.0,-1.0,45.5032693093584,2,8412229001126
382.2,4.8,1.0,22.0,1.5,63.0,1.0,0.4,382.2,-2.0,42.0,1,8437017416012
345.0,1.2,0.2,71.4,1.1,11.0,0.03,0.012,345.0,-1.0,77.0,2,8437000623915
82.0,1.4,0.4,14.0,6.7,2.5,0.5,0.2,82.0,-2.0,71.0,4,8480091567125
384.0,8.2,2.0,62.0,2.4,14.0,1.7,0.68,384.0,12.0,45.5032693093584,2,8480017034441
370.0,7.6,1.3,56.0,1.1,14.0,0.0,0.0,370.0,0.0,77.0,2,8432430050058
343.0,0.7,0.2,76.0,0.0,7.4,0.01,0.004,343.0,0.0,-2.0,2,8430807014603
343.0,0.7,0.2,76.0,0.0,7.4,0.01,0.004,343.0,0.0,17.0,2,8480012006016
348.0,7.0,1.3,59.0,0.7,13.5,0.0,0.0,348.0,0.0,62.0,2,8426633100092
900.0,100.0,12.0,0.0,0.0,0.0,0.0,0.0,900.0,11.0,23.0,1,8422584314526
121.0,0.4,0.1,26.0,0.1,2.9,0.0,0.0,121.0,0.0,45.5032693093584,4,8414807534095
395.0,23.4,10.7,36.5,0.8,5.9,0.96,0.384,395.0,18.0,45.0,1,8422823430185
239.0,7.6,3.1,33.0,3.7,7.5,1.1,0.44,239.0,5.0,45.5032693093584,4,8413585027355
352.0,2.0,0.5,71.0,2.0,9.0,0.38,0.152,352.0,-5.0,77.0,2,8426765111102
387.0,31.39999961853,3.7999999523163,4.9000000953674,0.0,21.200000762939,1.3200000524521,0.52800002098084,387.0,12.0,30.0,1,8422837143996
357.0,3.3,0.62,66.9,0.3,10.26,0.03,0.012,357.0,-1.0,40.0,2,8422584315356
354.0,1.3,0.3,72.2,3.2,12.0,0.005,0.002,354.0,-1.0,45.5032693093584,2,8480000062642
358.0,0.8,0.3,80.0,24.0,6.0,0.34,0.136,358.0,7.0,40.0,0,8435173010242
355.0,2.3,0.8,2.7,2.2,0.0,0.01,0.004,355.0,4.0,75.0,4,8032804430723
77.0,1.7,0.4,11.8,7.4,2.4,0.4,0.16,77.0,1.0,45.5032693093584,4,3254474008445
344.0,1.0,0.2,75.0,0.5,7.6,0.0,0.0,344.0,0.0,12.0,2,8410324170105
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,11.0,2,8413700045264
118.0,1.3,0.1,22.0,2.6,3.0,0.53,0.212,118.0,-3.0,45.5032693093584,4,8420947604031
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-1.0,45.5032693093584,2,8410069002075
350.0,2.0,0.5,67.0,4.0,12.0,0.1,0.04,350.0,-1.0,45.5032693093584,2,8422410265169
247.0,22.0,8.1,3.4,0.5,8.8,1.85,0.74,247.0,19.0,45.5032693093584,1,8410218174851
338.0,0.89999997615814,0.20000000298023,74.599998474121,0.0,7.5,0.0,0.0,338.0,0.0,12.0,2,8413585017042
356.0,1.5,0.06,74.0,2.0,13.0,0.06,0.024,356.0,-1.0,45.5032693093584,2,8436046341586
348.0,1.3,0.4,71.0,2.0,12.0,0.02,0.008,348.0,-1.0,77.0,2,8426213004222
189.0,3.2,0.0,34.0,0.3,4.7,0.39,0.156,189.0,-2.0,12.0,4,8411942773198
344.0,2.0,0.5,68.0,3.5,12.0,0.029999999329448,0.0119999997317792,344.0,-1.0,45.5032693093584,2,8426765488761
349.0,32.0,12.0,2.6,0.0,13.0,1.5,0.6,1442.0,20.0,45.5032693093584,1,8431876053548
359.0,1.0,0.2,79.0,3.9,7.0,3.0,1.2,359.0,14.0,12.0,2,8480024730480
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,349.0,-4.0,45.5032693093584,2,8480024776099
358.5,1.2,0.13,80.3,0.1,6.5,0.003,0.0012,358.5,0.0,12.0,2,8410901209105
400.0,6.0999999046326,1.1499999761581,70.599998474121,0.10000000149012,13.10000038147,0.10999999940395,0.04399999976158,400.0,0.0,45.5032693093584,2,8412229000723
358.0,1.1,0.1,78.0,0.0,8.5,0.03,0.012,358.0,-1.0,45.5032693093584,2,8426684810346
345.0,3.0,1.0,66.0,2.0,9.0,0.002,0.0008,345.0,-1.0,79.0,2,8421615022232
351.0,1.2,0.2,75.0,1.3,12.0,0.03,0.012,351.0,-1.0,77.0,2,8410924110426
343.0,10.0,1.3,48.0,0.8,18.0,0.48,0.192,343.0,2.0,25.0,2,3760151011658
429.0,11.0,1.1,72.0,2.3,9.8,1.3,0.52,429.0,11.0,67.0,2,8008620009214
360.0,4.3,0.8,64.3,1.1,11.0,0.3,0.12,1469.0,-5.0,30.0,2,5604321027460
344.0,1.0,0.2,75.0,0.5,7.6,0.0,0.0,344.0,-2.0,12.0,2,8410324221449
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,344.0,-1.0,60.0,2,8422410041954
349.0,0.8,0.2,77.1,0.6,7.2,0.0,0.0,1480.0,-2.0,12.0,2,8421691676855
348.0,0.5,0.2,79.0,0.2,6.5,0.01,0.004,348.0,-1.0,27.0,2,8435173005934
256.0,21.0,3.2,11.0,0.9,5.7,0.4,0.16,256.0,4.0,45.5032693093584,4,8436583950524
441.0,15.0,5.6,67.0,36.0,7.3,0.55,0.22,441.0,19.0,25.0,0,8435382818530
359.0,6.1,1.54,59.82,1.6,12.69,0.5,0.2,359.0,2.0,45.5032693093584,2,8436540539731
42.0,1.4,0.2,6.6,4.7,0.8,0.11,0.044,42.0,1.0,52.0,4,8480024833648
349.0,2.0,0.5,69.0,3.5,11.0,0.0,0.0,349.0,-1.0,45.5032693093584,2,8410069012616
703.0,61.0,9.1,12.0,0.5,21.0,0.12,0.048,703.0,17.0,11.0,1,8433329031592
344.0,2.0,0.4,67.0,4.0,12.0,0.05,0.02,344.0,-1.0,45.5032693093584,2,8430803038191
368.0,6.07,0.71,64.16,0.0,14.12,0.01,0.004,368.0,-1.0,23.0,2,8420535015317
334.0,4.8,0.9,49.5,2.3,14.5,0.07,0.028,334.0,-1.0,79.0,2,20944568
118.0,1.3,0.1,22.0,3.5,3.0,0.53,0.212,118.0,-3.0,71.0,4,8423086007916
377.0,3.0,2.4,77.8,22.2,6.9,1.1,0.44,377.0,14.0,40.0,0,8009361017803
177.0,1.1,0.0,38.0,0.0,3.8,0.0,0.0,177.0,0.0,45.5032693093584,4,7790070411914
347.0,2.5,0.5,77.0,0.0,7.3,0.0,0.0,347.0,0.0,12.0,2,8420535011173
359.0,0.2,0.0,78.6,3.1,6.9,0.18,0.072,359.0,0.0,25.0,2,7613036686303
350.0,1.7,0.3,60.0,3.0,19.0,0.01,0.004,1460.0,-6.0,45.5032693093584,2,8032605066633
352.0,2.0,0.5,71.0,2.0,9.0,0.38,0.152,352.0,-5.0,45.5032693093584,2,8480013281504
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,18.0,2,8717953206008
457.0,17.0,5.9,67.0,18.0,8.0,0.6,0.24,457.0,13.0,45.5032693093584,0,8008620071075
346.0,0.60000002384186,0.10000000149012,77.900001525879,0.30000001192093,7.3000001907349,0.0,0.0,346.0,0.0,12.0,2,8411495114592
330.0,3.0,2.2,53.7,2.98,15.13,0.0393700787401575,0.015748031496063,1396.0,-4.0,45.5032693093584,2,8426904173640
201.0,19.0,0.5,0.5,0.2,7.1,0.0,0.0,201.0,-2.0,12.0,4,8411495115407
342.0,1.3,0.2,75.8,0.4,12.3,0.042,0.0168,342.0,-6.0,79.0,2,8422584018639
673.0,57.0,8.0,16.0,0.37,19.0,0.1,0.04,673.0,15.0,30.0,1,8422791010884
370.0,1.9,0.4,77.0,2.0,12.0,0.12,0.048,370.0,-6.0,45.5032693093584,2,8436551869032
396.0,12.0,1.3,53.0,5.9,12.0,0.03,0.012,1659.0,-4.0,81.0,2,8422410030002
347.0,1.1000000238419,0.30000001192093,74.0,0.0,8.3999996185303,0.0,0.0,347.0,-1.0,12.0,2,8410184017213
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,1478.0,-4.0,45.5032693093584,2,8414807503695
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,349.0,-1.0,45.5032693093584,2,8421691499256
386.0,2.0999999046326,0.30000001192093,83.199996948242,0.5,7.4000000953674,0.44999998807907,0.179999995231628,386.0,-1.0,43.0,2,8435037892168
369.0,4.0,0.7,71.6,29.6,8.4,0.04,0.016,369.0,5.0,40.0,0,8432430106182
381.0,36.0,15.0,1.6,0.0,11.0,1.5,0.6,1573.0,20.0,45.5032693093584,1,8431876005295
467.0,18.6,11.6,65.0,29.8,8.9,0.2,0.08,467.0,18.0,43.0,0,8435037891123
332.0,2.4,0.3,50.0,3.5,21.0,0.05,0.02,332.0,-6.0,45.5032693093584,2,8437011986740
356.0,1.5,0.06,74.0,2.0,13.0,0.06,0.024,356.0,-5.0,45.5032693093584,2,8436046341647
490.0,22.0,13.0,65.8,28.0,6.5,0.24,0.096,490.0,21.0,43.0,0,8422791006931
349.0,5.7,1.1,60.7,6.6,9.7,0.2,0.08,349.0,1.0,40.0,2,8411058003325
287.0,4.3,0.6,52.0,1.1,10.0,1.4,0.56,287.0,4.0,25.0,2,8414509010132
386.0,2.54,1.06,79.7,1.28,9.19,0.25,0.1,386.0,1.0,25.0,2,8414472100069
354.0,2.0,0.4,70.0,3.6,12.0,0.03,0.012,354.0,-1.0,45.5032693093584,2,8424818267233
405.0,6.4,0.9,80.0,3.7,6.4,2.0,0.8,1711.0,4.0,43.0,2,8431876280029
346.0,1.7,0.3,67.0,3.2,13.0,0.12,0.048,346.0,-6.0,75.0,2,8435173002940
339.2182325527606,1.0,0.3,80.0,0.3,6.5,0.0,0.0,1521.0,-1.0,19.0,2,8005476938644
327.0,1.7,0.3,61.2,1.2,10.5,0.01,0.004,327.0,-6.0,40.0,2,8426633000347
